block_duration_min,start_hour,passenger_trains,goods_trains,special_trains,express_trains,regular_passenger_trains,corridor_congestion,peak_hour,criticality,maintenance_priority,traffic_impact_score
45,14,6,8,0,2,4,57,0,1,79,77.99
202,22,7,10,4,3,4,30,0,5,90,100.0
103,6,12,6,3,6,6,87,0,3,71,100.0
43,5,8,3,4,6,2,99,0,4,29,100.0
192,16,6,3,2,3,3,22,0,1,24,78.88
74,21,3,6,0,3,0,35,0,5,34,70.72
63,10,8,0,2,3,5,90,0,2,6,93.55
69,15,1,10,4,1,0,62,0,5,71,93.72
121,7,10,8,1,1,9,66,1,1,65,100.0
70,18,12,1,2,1,11,27,1,3,43,97.29
122,14,6,9,4,3,3,71,0,1,15,100.0
201,16,14,3,4,4,10,31,0,1,88,100.0
112,17,3,6,2,2,1,3,1,5,99,81.12
125,21,14,7,0,2,12,83,0,2,42,100.0
161,7,3,2,4,0,3,80,1,1,27,89.93
201,11,13,1,1,4,9,89,0,4,83,100.0
239,7,4,0,3,2,2,4,1,1,10,81.58
43,10,8,8,0,4,4,29,0,3,53,91.46
129,19,12,6,2,0,12,49,1,1,69,100.0
31,7,1,1,2,0,1,37,1,3,78,54.84
52,14,14,6,3,6,8,84,0,1,61,100.0
70,22,7,2,3,6,1,69,0,3,82,100.0
66,14,11,0,4,6,5,71,0,2,16,100.0
40,5,12,8,4,0,12,39,0,2,96,100.0
219,16,6,6,4,1,5,20,0,2,29,95.4
187,13,6,1,1,5,1,72,0,1,97,95.46
170,19,2,4,0,1,1,12,1,2,93,66.41
178,20,10,5,1,5,5,83,1,2,13,100.0
102,7,6,5,3,3,3,42,1,5,85,100.0
108,9,11,5,3,1,10,0,1,3,32,100.0
231,12,13,4,2,1,12,86,0,3,62,100.0
148,19,11,4,3,4,7,13,1,2,83,100.0
185,7,8,2,4,1,7,33,1,1,94,100.0
49,5,0,9,4,0,0,98,0,5,28,85.22
39,22,8,8,4,3,5,83,0,2,47,100.0
130,12,9,2,3,4,5,65,0,1,51,100.0
123,21,0,10,1,0,0,96,0,5,18,67.13
144,10,5,9,4,5,0,18,0,4,46,100.0
40,12,15,3,0,2,13,47,0,2,6,96.67
201,11,11,6,3,3,8,5,0,1,84,100.0
112,8,8,4,4,4,4,72,1,2,49,100.0
197,17,11,9,0,4,7,32,1,4,29,100.0
162,17,11,5,3,6,5,61,1,5,1,100.0
158,9,14,2,1,0,14,65,1,3,28,100.0
68,10,5,5,4,5,0,15,0,2,54,100.0
237,15,3,7,3,3,0,26,0,5,21,100.0
195,18,0,3,0,0,0,73,1,5,21,58.99
64,21,1,9,1,0,1,21,0,3,24,58.46
162,17,0,10,2,0,0,27,1,4,78,87.29
150,20,5,3,3,4,1,18,1,5,99,100.0
76,21,8,2,2,3,5,76,0,5,9,100.0
88,17,12,2,0,0,12,25,1,5,65,100.0
205,18,4,9,0,1,3,60,1,5,77,100.0
39,22,3,1,3,1,2,77,0,5,1,72.34
228,18,13,5,0,5,8,67,1,4,30,100.0
235,20,12,5,4,6,6,94,1,5,13,100.0
138,9,8,7,1,6,2,10,1,3,77,100.0
169,18,8,3,0,5,3,95,1,1,74,100.0
163,8,0,6,1,0,0,52,1,3,14,66.92
69,18,8,4,4,3,5,72,1,3,79,100.0
100,17,6,6,4,6,0,71,1,4,23,100.0
124,22,15,4,2,4,11,44,0,4,95,100.0
65,8,7,7,1,0,7,27,1,5,52,98.45
231,15,1,2,3,0,1,11,0,2,61,56.01
183,18,2,1,2,0,2,47,1,1,78,66.43
39,17,12,9,4,2,10,91,1,5,8,100.0
228,10,15,7,0,1,14,84,0,5,37,100.0
79,6,7,9,1,5,2,4,0,3,31,100.0
197,5,5,1,2,3,2,45,0,4,52,94.2
180,11,0,1,0,0,0,92,0,5,75,51.69
119,16,8,3,4,1,7,58,0,4,74,100.0
31,13,5,6,4,0,5,71,0,1,65,90.66
105,15,3,8,2,2,1,88,0,4,49,97.99
174,20,7,5,3,5,2,58,1,5,4,100.0
153,8,8,1,3,5,3,100,1,2,87,100.0
209,12,10,6,2,4,6,68,0,1,90,100.0
97,12,9,1,3,5,4,95,0,3,10,100.0
171,10,15,5,2,1,14,73,0,3,24,100.0
221,11,15,3,1,5,10,30,0,3,27,100.0
88,11,7,9,2,1,6,99,0,1,16,98.34
50,20,0,8,0,0,0,47,1,5,41,65.08
156,13,15,2,4,2,13,50,0,2,97,100.0
177,9,1,8,3,1,0,69,1,1,65,100.0
118,17,5,7,0,5,0,66,1,4,41,100.0
206,5,0,10,1,0,0,74,0,1,42,69.19
122,13,5,8,2,1,4,34,0,4,79,95.51
117,16,5,7,3,1,4,53,0,3,47,95.63
132,13,14,2,4,1,13,73,0,2,13,100.0
214,13,7,8,3,6,1,48,0,2,19,100.0
234,9,15,0,1,3,12,63,1,2,81,100.0
162,22,10,7,2,2,8,71,0,5,7,100.0
131,8,5,0,1,2,3,60,1,1,58,84.85
220,15,8,5,2,4,4,71,0,3,45,100.0
35,18,3,5,4,1,2,73,1,5,84,100.0
196,22,5,4,2,2,3,86,0,5,63,99.97
228,19,2,6,4,1,1,59,1,2,22,100.0
193,15,13,10,4,4,9,51,0,1,11,100.0
71,15,7,5,2,5,2,37,0,3,78,100.0
195,17,8,7,2,5,3,75,1,5,58,100.0
135,10,5,0,1,5,0,30,0,3,96,92.13
209,7,6,2,3,0,6,12,1,1,61,85.21
170,6,0,6,4,0,0,13,0,3,80,68.47
69,7,12,4,1,1,11,94,1,3,57,100.0
190,9,4,8,1,0,4,4,1,3,42,74.09
151,19,8,8,3,1,7,89,1,5,23,100.0
181,19,13,8,4,2,11,44,1,4,70,100.0
88,7,14,4,2,3,11,33,1,2,39,100.0
32,5,4,5,2,3,1,68,0,1,89,75.3
155,20,9,0,3,6,3,37,1,5,30,100.0
233,5,11,3,3,4,7,55,0,4,32,100.0
71,17,12,3,2,0,12,54,1,2,67,100.0
225,13,9,10,4,6,3,34,0,4,25,100.0
47,10,4,4,0,3,1,79,0,4,35,74.13
209,20,6,5,0,1,5,6,1,5,3,85.3
77,8,9,4,1,5,4,56,1,1,30,98.28
53,9,0,7,1,0,0,53,1,3,64,64.19
125,19,1,5,0,0,1,7,1,3,100,55.75
130,7,15,2,1,6,9,32,1,4,2,100.0
61,12,12,7,1,5,7,4,0,2,59,100.0
218,8,6,7,3,5,1,39,1,3,21,100.0
191,6,3,4,3,2,1,25,0,3,7,78.5
200,11,3,3,3,2,1,1,0,2,36,67.05
179,8,12,3,0,0,12,74,1,4,89,100.0
182,9,11,1,1,1,10,63,1,1,88,100.0
188,15,1,0,2,0,1,89,0,5,14,65.03
62,20,7,5,4,6,1,82,1,3,57,100.0
217,11,0,6,2,0,0,32,0,1,63,59.79
210,19,9,8,3,1,8,72,1,2,70,100.0
119,15,14,4,4,6,8,70,0,2,9,100.0
165,9,14,4,2,4,10,46,1,4,1,100.0
228,21,12,2,0,4,8,46,0,5,31,100.0
112,7,12,3,4,5,7,63,1,5,20,100.0
186,14,10,6,2,0,10,12,0,5,85,100.0
47,6,4,2,0,1,3,13,0,4,25,46.89
55,6,12,10,3,4,8,79,0,5,33,100.0
42,16,7,9,0,0,7,26,0,4,11,79.46
149,6,11,8,3,6,5,47,0,1,79,100.0
98,21,1,1,2,0,1,27,0,5,13,53.24
55,12,12,3,1,4,8,84,0,2,73,100.0
190,10,13,1,4,2,11,86,0,4,90,100.0
200,18,3,2,1,3,0,64,1,3,85,92.89
70,22,14,5,2,4,10,41,0,3,53,100.0
225,18,10,9,1,4,6,69,1,2,49,100.0
226,22,8,5,3,3,5,50,0,1,93,100.0
38,14,0,8,1,0,0,0,0,3,29,34.81
84,15,0,4,4,0,0,12,0,1,59,59.6
121,9,4,4,2,4,0,31,1,2,33,99.2
237,14,2,9,3,2,0,27,0,1,93,99.66
113,20,5,7,4,0,5,76,1,3,5,100.0
217,17,2,0,2,1,1,55,1,4,16,72.99
227,12,0,10,3,0,0,39,0,5,6,81.82
111,22,4,5,4,1,3,19,0,1,87,82.59
217,17,14,9,4,4,10,11,1,2,56,100.0
104,17,4,2,2,0,4,60,1,5,96,91.56
42,22,12,4,0,3,9,64,0,4,100,100.0
208,9,4,7,4,1,3,62,1,4,84,100.0
176,11,7,3,0,2,5,99,0,4,42,98.29
205,7,3,10,3,3,0,46,1,3,25,100.0
112,16,0,4,1,0,0,78,0,4,80,57.16
67,19,1,3,1,1,0,19,1,1,15,53.66
219,6,7,9,1,6,1,36,0,1,44,100.0
207,8,9,7,3,0,9,42,1,2,95,100.0
167,11,6,8,4,6,0,33,0,5,62,100.0
189,9,0,6,4,0,0,32,1,2,8,77.61
102,11,8,0,3,5,3,1,0,1,50,91.99
199,13,11,1,0,2,9,83,0,4,30,97.16
127,21,3,5,3,0,3,23,0,2,65,73.08
147,22,0,0,1,0,0,42,0,4,51,41.32
220,10,0,5,2,0,0,80,0,3,31,66.97
158,13,1,10,2,1,0,3,0,5,36,82.37
87,9,10,6,1,0,10,93,1,4,67,100.0
203,12,13,3,4,1,12,54,0,3,78,100.0
114,19,4,3,1,4,0,69,1,2,18,84.08
109,21,4,6,1,4,0,20,0,3,9,82.47
172,22,3,2,2,1,2,93,0,1,98,70.8
111,18,13,4,3,5,8,81,1,3,20,100.0
229,11,3,2,1,0,3,97,0,5,79,71.63
98,12,7,3,0,2,5,10,0,4,18,77.26
158,20,11,2,3,3,8,60,1,2,21,100.0
79,12,1,6,0,1,0,52,0,2,96,53.92
201,11,6,1,1,3,3,78,0,4,89,95.58
113,19,7,6,3,6,1,5,1,5,95,100.0
127,15,12,9,4,4,8,68,0,5,83,100.0
210,6,3,7,3,0,3,31,0,5,69,96.54
131,6,12,8,0,1,11,37,0,4,51,100.0
107,14,14,2,3,2,12,78,0,1,89,100.0
162,9,14,10,3,0,14,92,1,5,15,100.0
76,22,4,6,3,2,2,57,0,1,23,81.04
146,11,14,1,2,2,12,88,0,2,92,100.0
217,8,2,1,3,2,0,46,1,1,68,76.95
211,17,5,6,4,3,2,5,1,2,43,100.0
174,9,5,2,1,5,0,6,1,4,40,100.0
109,19,9,10,1,0,9,16,1,2,1,97.85
189,13,0,7,3,0,0,69,0,1,78,72.74
156,12,6,9,3,3,3,52,0,4,11,100.0
183,5,7,8,2,4,3,80,0,5,27,100.0
42,10,4,0,2,0,4,18,0,1,86,42.14
177,14,10,1,0,0,10,53,0,2,21,71.05
202,14,5,7,4,2,3,4,0,1,99,100.0
106,15,11,6,0,6,5,54,0,5,9,100.0
104,20,4,1,2,2,2,67,1,4,68,93.7
83,11,1,1,4,0,1,61,0,5,91,63.11
103,18,10,4,4,4,6,79,1,3,17,100.0
187,20,15,7,1,4,11,29,1,3,25,100.0
30,8,0,7,0,0,0,78,1,4,53,65.02
41,15,11,8,1,0,11,81,0,2,89,100.0
102,13,2,4,2,2,0,70,0,3,99,87.41
31,8,10,5,3,5,5,72,1,5,4,100.0
74,11,10,5,3,3,7,4,0,2,62,93.98
69,19,10,7,3,5,5,7,1,5,39,100.0
174,15,0,3,4,0,0,45,0,1,20,55.9
101,5,10,6,4,6,4,21,0,5,78,100.0
129,10,3,4,2,0,3,34,0,4,12,66.67
157,12,11,7,2,1,10,67,0,3,23,100.0
58,16,1,3,0,1,0,64,0,1,62,42.83
158,9,6,5,3,5,1,67,1,3,100,100.0
113,9,3,8,1,1,2,92,1,1,59,87.1
129,21,3,0,2,0,3,87,0,5,12,60.65
115,19,1,1,4,1,0,2,1,5,98,75.32
109,11,10,3,1,2,8,35,0,5,41,90.74
227,19,3,4,1,1,2,35,1,1,2,68.44
189,22,3,3,4,2,1,70,0,3,35,99.69
66,14,7,2,0,2,5,78,0,3,70,73.73
143,6,4,0,3,0,4,13,0,4,7,73.76
52,18,12,2,4,4,8,80,1,4,79,100.0
121,14,10,3,4,0,10,96,0,4,73,100.0
63,7,14,1,3,2,12,87,1,4,61,100.0
89,12,4,9,2,2,2,50,0,2,90,94.32
200,15,10,7,3,0,10,8,0,4,15,100.0
119,20,14,2,2,6,8,44,1,5,74,100.0
62,21,3,6,0,2,1,71,0,1,39,75.08
166,19,12,9,3,1,11,79,1,2,71,100.0
70,20,12,1,2,1,11,88,1,5,56,100.0
230,18,10,8,1,1,9,84,1,1,95,100.0
212,20,3,9,4,3,0,41,1,5,13,100.0
240,19,5,4,3,0,5,76,1,1,88,100.0
238,17,10,7,0,0,10,27,1,2,75,100.0
223,5,4,10,1,3,1,68,0,3,50,100.0
187,19,6,3,2,2,4,72,1,3,56,100.0
213,16,2,9,0,2,0,65,0,4,17,81.09
105,6,11,8,0,0,11,90,0,5,46,100.0
58,14,0,3,3,0,0,80,0,3,92,67.36
127,17,12,6,4,1,11,84,1,2,61,100.0
65,11,12,5,3,1,11,36,0,2,18,95.49
32,7,0,2,3,0,0,17,1,1,18,41.76
194,18,14,9,3,4,10,23,1,4,66,100.0
138,22,14,6,2,1,13,23,0,4,78,100.0
31,20,7,8,2,3,4,69,1,5,47,100.0
38,6,15,5,0,4,11,61,0,1,19,100.0
216,21,8,7,4,0,8,66,0,5,12,100.0
92,20,2,10,4,2,0,39,1,5,7,100.0
117,22,0,7,3,0,0,73,0,3,54,75.83
120,14,9,2,0,5,4,76,0,3,94,100.0
230,13,1,10,3,0,1,73,0,1,85,95.2
104,5,9,7,0,1,8,64,0,1,36,89.67
94,9,8,4,2,0,8,94,1,1,78,100.0
74,9,14,5,1,2,12,100,1,2,63,100.0
76,21,1,5,0,0,1,76,0,2,64,40.6
222,18,12,3,3,5,7,81,1,2,27,100.0
177,16,1,10,2,0,1,6,0,2,60,68.2
132,20,9,7,4,1,8,48,1,4,61,100.0
97,9,13,0,2,6,7,57,1,4,87,100.0
110,21,1,1,4,1,0,55,0,5,84,71.61
99,15,8,4,0,2,6,83,0,5,51,100.0
148,12,6,8,2,5,1,88,0,2,41,100.0
170,5,0,1,0,0,0,12,0,5,14,38.03
205,19,11,3,2,2,9,24,1,1,4,100.0
188,7,1,9,1,0,1,90,1,1,12,81.65
184,9,12,10,4,6,6,23,1,1,90,100.0
77,13,9,7,0,5,4,58,0,3,99,100.0
139,15,8,2,0,2,6,99,0,1,49,85.32
129,15,1,4,2,0,1,56,0,1,63,53.25
81,17,5,10,3,0,5,18,1,5,99,100.0
140,11,3,7,2,0,3,4,0,1,10,55.75
176,13,14,0,3,1,13,83,0,1,5,100.0
200,17,8,2,2,3,5,73,1,1,66,100.0
211,20,15,6,3,6,9,93,1,1,70,100.0
87,5,12,7,0,4,8,68,0,3,43,100.0
204,14,12,0,0,2,10,68,0,3,11,96.87
147,14,6,2,4,0,6,49,0,2,39,81.48
208,17,3,10,2,3,0,10,1,4,95,100.0
78,9,1,3,0,0,1,62,1,4,9,55.84
232,22,9,7,4,6,3,57,0,1,5,100.0
116,6,10,0,3,0,10,27,0,5,59,84.97
203,22,4,9,1,0,4,4,0,2,63,73.92
197,5,15,9,0,1,14,89,0,2,2,100.0
74,6,9,1,3,4,5,21,0,5,9,100.0
239,8,3,7,4,1,2,8,1,2,55,100.0
116,17,10,1,4,4,6,17,1,3,28,100.0
225,6,5,5,0,0,5,35,0,2,97,78.31
136,10,11,8,1,3,8,31,0,5,6,100.0
64,8,12,2,0,3,9,10,1,1,1,88.39
75,7,9,6,3,5,4,16,1,2,19,100.0
193,13,14,6,1,1,13,78,0,1,77,100.0
76,20,2,10,2,1,1,53,1,1,72,95.34
90,11,3,8,0,2,1,97,0,5,65,86.19
86,19,6,4,0,1,5,14,1,2,88,71.62
151,20,5,2,0,0,5,82,1,3,37,76.03
83,18,8,5,4,6,2,97,1,4,6,100.0
56,6,5,2,0,3,2,65,0,1,10,56.69
90,19,10,6,1,5,5,86,1,3,30,100.0
229,8,10,3,0,1,9,94,1,4,26,100.0
126,12,2,7,4,1,1,6,0,4,19,79.13
85,19,5,6,2,1,4,58,1,2,81,96.05
121,13,6,5,1,0,6,88,0,5,8,93.17
101,9,3,7,3,3,0,21,1,3,29,93.11
105,10,5,9,4,1,4,11,0,4,67,100.0
155,11,15,7,2,0,15,93,0,4,95,100.0
93,12,10,6,4,1,9,75,0,2,74,100.0
31,18,1,0,3,0,1,54,1,5,51,69.73
152,8,14,7,1,0,14,71,1,1,89,100.0
217,18,6,2,2,2,4,30,1,1,3,91.51
152,14,5,7,4,5,0,74,0,1,59,100.0
148,9,12,2,2,5,7,59,1,1,81,100.0
48,17,10,8,0,2,8,54,1,3,90,100.0
186,22,6,10,0,4,2,42,0,1,66,100.0
202,16,1,1,3,1,0,59,0,5,6,69.75
123,16,5,10,4,5,0,8,0,5,91,100.0
228,11,4,5,1,4,0,14,0,4,95,92.02
222,11,7,5,2,2,5,64,0,4,36,100.0
43,7,11,5,3,3,8,64,1,5,16,100.0
150,22,9,7,4,2,7,86,0,1,25,100.0
147,7,2,6,1,1,1,9,1,1,22,71.42
100,8,4,7,1,1,3,66,1,1,38,80.89
136,22,4,7,2,3,1,56,0,1,38,84.46
78,7,0,3,4,0,0,52,1,5,44,81.02
197,15,15,9,4,6,9,70,0,4,59,100.0
107,9,9,2,2,1,8,61,1,3,37,100.0
227,6,4,5,2,3,1,21,0,5,21,95.55
212,22,9,2,1,6,3,90,0,2,21,100.0
90,8,1,5,4,0,1,56,1,3,48,91.48
77,11,1,10,2,1,0,18,0,3,58,78.38
168,10,9,1,0,3,6,63,0,2,59,87.2
111,9,0,8,4,0,0,82,1,3,61,93.22
104,9,14,5,0,5,9,61,1,1,18,100.0
203,22,3,4,0,3,0,79,0,2,58,81.35
121,7,10,0,4,5,5,24,1,5,68,100.0
86,13,6,0,0,4,2,57,0,1,66,80.61
130,11,15,5,4,4,11,65,0,1,86,100.0
122,17,4,6,2,3,1,47,1,1,37,91.13
118,16,9,7,4,0,9,27,0,4,95,100.0
136,19,9,2,3,5,4,53,1,2,76,100.0
183,7,4,3,2,3,1,67,1,3,9,100.0
181,17,2,0,3,2,0,34,1,4,23,92.09
172,19,4,3,1,3,1,37,1,5,63,95.11
40,14,9,7,4,5,4,59,0,2,4,100.0
232,5,4,4,2,3,1,15,0,3,54,87.8
75,20,7,0,0,6,1,35,1,4,9,100.0
183,16,15,9,3,6,9,33,0,4,89,100.0
239,8,11,8,4,0,11,33,1,2,75,100.0
44,9,10,7,1,2,8,20,1,1,35,96.37
122,18,11,0,2,2,9,67,1,1,66,100.0
79,10,3,9,1,2,1,40,0,3,35,80.03
205,16,3,8,4,2,1,18,0,1,18,99.67
162,14,11,7,3,2,9,20,0,1,28,100.0
69,21,7,3,4,4,3,88,0,5,69,100.0
212,22,3,6,3,0,3,14,0,2,3,73.95
152,16,9,5,1,6,3,56,0,5,67,100.0
225,15,5,4,0,5,0,15,0,2,17,87.46
207,9,7,4,1,1,6,16,1,1,55,90.7
206,8,2,0,3,1,1,5,1,2,14,72.93
38,21,1,7,0,1,0,5,0,1,39,42.51
200,5,3,1,4,1,2,75,0,2,24,89.33
201,16,0,1,1,0,0,74,0,3,46,55.3
71,21,7,8,4,0,7,12,0,5,98,100.0
33,21,6,3,2,1,5,96,0,5,1,86.15
215,8,6,8,3,2,4,89,1,5,24,100.0
142,8,5,5,3,3,2,27,1,5,30,100.0
134,8,10,1,3,0,10,66,1,2,64,100.0
225,16,9,8,0,0,9,41,0,4,15,93.43
128,14,14,9,2,5,9,56,0,2,71,100.0
134,14,13,3,0,6,7,60,0,3,23,100.0
33,20,3,6,3,0,3,15,1,2,51,73.68
132,8,5,1,2,1,4,43,1,2,77,83.05
133,8,7,6,3,2,5,97,1,5,76,100.0
99,17,11,7,4,3,8,62,1,5,36,100.0
67,19,3,1,2,3,0,63,1,2,81,87.17
64,5,3,0,0,3,0,86,0,1,23,64.98
127,15,4,4,4,4,0,12,0,1,85,90.82
222,21,15,7,1,2,13,84,0,4,63,100.0
159,13,10,8,4,0,10,97,0,1,56,100.0
60,17,14,5,3,3,11,58,1,1,5,100.0
75,22,9,2,3,3,6,17,0,3,92,99.28
129,20,3,9,3,3,0,60,1,5,21,100.0
159,6,12,4,3,4,8,48,0,5,87,100.0
120,14,10,0,0,4,6,5,0,2,47,81.29
119,5,10,6,0,3,7,44,0,3,53,99.33
119,6,7,3,1,5,2,39,0,5,11,100.0
206,7,9,1,2,1,8,2,1,5,42,100.0
39,19,13,9,4,3,10,34,1,1,90,100.0
150,5,10,6,4,3,7,41,0,5,13,100.0
236,20,3,10,1,2,1,63,1,5,98,100.0
200,15,5,9,2,2,3,55,0,2,64,100.0
192,7,6,4,2,0,6,38,1,5,52,92.5
235,12,2,9,0,2,0,43,0,3,9,74.83
175,21,15,6,1,2,13,9,0,3,65,100.0
235,14,13,10,4,2,11,25,0,4,52,100.0
94,21,14,10,4,1,13,2,0,5,24,100.0
177,20,6,10,3,2,4,81,1,5,79,100.0
226,18,1,8,1,1,0,59,1,2,31,94.77
68,14,13,6,2,6,7,8,0,2,53,100.0
98,14,5,4,4,1,4,51,0,2,15,73.25
68,11,0,3,2,0,0,62,0,5,56,59.02
138,6,6,2,2,1,5,3,0,3,36,67.01
198,22,5,10,0,5,0,62,0,1,8,96.77
51,15,9,1,3,2,7,85,0,1,51,98.2
215,9,7,1,4,5,2,64,1,1,67,100.0
200,21,8,7,0,1,7,76,0,1,99,93.8
236,15,10,9,3,6,4,95,0,2,55,100.0
85,9,3,2,1,2,1,56,1,4,33,82.0
180,6,15,8,2,5,10,14,0,3,70,100.0
138,20,7,4,1,2,5,60,1,3,40,100.0
35,6,1,10,1,1,0,70,0,4,40,81.23
193,16,3,8,1,3,0,49,0,1,51,79.97
95,14,2,3,2,0,2,20,0,4,81,49.95
111,18,1,4,0,1,0,60,1,4,43,63.86
213,18,3,2,2,0,3,45,1,4,78,85.05
216,22,10,7,0,6,4,6,0,2,81,100.0
143,9,0,6,1,0,0,40,1,5,11,67.11
58,10,7,8,1,6,1,76,0,4,41,100.0
145,20,4,4,1,4,0,41,1,3,26,88.62
51,18,11,2,3,3,8,73,1,2,3,100.0
35,22,7,1,3,1,6,33,0,2,7,69.05
132,18,8,2,0,2,6,21,1,5,16,95.63
33,21,13,7,3,0,13,28,0,2,25,100.0
238,13,9,7,3,1,8,55,0,2,77,100.0
85,14,6,6,1,3,3,18,0,1,38,79.29
97,12,14,3,2,4,10,87,0,4,11,100.0
32,20,4,5,3,1,3,91,1,4,91,100.0
138,13,2,1,4,0,2,6,0,3,31,64.87
150,16,1,0,2,1,0,38,0,4,86,60.46
124,9,1,9,1,1,0,21,1,5,64,87.29
116,19,4,1,2,4,0,55,1,2,34,91.05
59,15,1,2,3,1,0,95,0,3,56,76.4
102,13,8,8,2,3,5,21,0,3,95,100.0
155,9,14,0,1,1,13,6,1,2,24,100.0
39,20,8,2,3,3,5,14,1,4,6,100.0
143,16,15,7,3,0,15,92,0,2,16,100.0
119,7,6,4,1,6,0,21,1,5,35,100.0
174,11,0,8,4,0,0,53,0,1,32,70.67
226,20,3,5,0,2,1,87,1,1,51,93.26
125,8,10,2,0,0,10,58,1,4,59,92.06
190,13,0,5,0,0,0,41,0,5,17,50.03
84,6,9,5,0,5,4,9,0,5,78,93.81
127,7,12,4,1,1,11,98,1,4,12,100.0
35,11,5,6,3,2,3,82,0,2,16,77.36
106,20,13,4,4,1,12,45,1,1,48,100.0
161,11,15,7,3,3,12,34,0,5,77,100.0
138,7,13,5,4,1,12,55,1,4,12,100.0
40,21,10,7,1,5,5,87,0,2,64,100.0
164,21,2,4,3,1,1,10,0,4,39,66.41
68,9,9,3,4,3,6,37,1,5,7,100.0
171,7,1,8,0,1,0,52,1,1,60,72.86
199,13,11,4,4,0,11,98,0,5,3,100.0
59,19,5,2,3,0,5,10,1,4,91,88.52
106,15,14,10,3,4,10,33,0,3,24,100.0
84,10,2,9,2,2,0,13,0,4,69,78.24
34,5,12,1,0,1,11,83,0,4,59,91.67
207,17,15,4,4,6,9,78,1,3,89,100.0
202,17,9,1,1,1,8,1,1,2,15,74.85
238,5,6,0,1,3,3,83,0,2,84,92.12
91,18,6,1,2,6,0,59,1,2,61,100.0
138,5,3,2,1,3,0,62,0,4,3,68.67
145,12,6,4,4,6,0,50,0,1,43,100.0
32,8,13,6,3,5,8,74,1,5,94,100.0
171,14,1,7,3,1,0,65,0,5,93,96.82
186,20,7,0,4,0,7,54,1,5,41,100.0
171,7,8,10,3,3,5,14,1,4,80,100.0
195,16,14,6,0,1,13,36,0,2,61,100.0
118,19,7,8,1,4,3,87,1,3,78,100.0
213,19,4,4,3,3,1,86,1,3,61,100.0
234,10,6,4,0,5,1,61,0,2,23,94.53
81,10,15,1,3,3,12,38,0,2,27,100.0
172,6,0,5,2,0,0,86,0,2,23,65.27
158,6,2,5,3,0,2,79,0,2,16,78.7
173,12,15,4,2,6,9,45,0,1,99,100.0
172,13,4,8,4,0,4,90,0,1,57,100.0
234,19,3,1,4,0,3,71,1,1,65,88.94
56,10,3,3,2,1,2,93,0,3,91,82.45
143,21,15,1,1,5,10,46,0,3,18,100.0
61,11,14,6,0,1,13,60,0,3,37,100.0
159,10,2,4,2,2,0,96,0,4,47,84.23
191,12,4,8,3,1,3,17,0,4,53,100.0
134,19,11,0,3,1,10,98,1,1,92,100.0
236,21,2,1,2,1,1,51,0,2,56,63.8
45,17,1,10,1,0,1,80,1,5,38,82.22
137,17,9,5,2,0,9,35,1,5,79,100.0
67,17,14,10,1,4,10,79,1,5,84,100.0
143,16,12,3,2,0,12,4,0,5,43,100.0
129,9,9,3,0,4,5,70,1,3,67,100.0
117,10,0,0,4,0,0,30,0,3,93,55.68
138,21,3,0,2,2,1,80,0,5,46,90.43
61,6,3,7,2,0,3,58,0,3,31,78.1
236,22,7,5,2,2,5,85,0,5,87,100.0
65,17,7,1,2,4,3,74,1,2,100,100.0
122,19,3,2,3,3,0,10,1,1,8,78.0
138,9,15,3,3,0,15,47,1,5,52,100.0
180,22,12,4,4,3,9,81,0,4,57,100.0
206,20,13,2,1,4,9,16,1,4,92,100.0
147,9,3,3,3,3,0,4,1,2,72,80.48
124,8,13,1,0,2,11,73,1,3,6,100.0
163,9,3,5,2,2,1,38,1,3,63,96.42
37,9,4,9,3,0,4,39,1,3,28,88.08
76,20,0,1,4,0,0,8,1,1,54,61.37
153,14,14,5,3,3,11,92,0,5,17,100.0
225,9,14,7,3,1,13,93,1,3,12,100.0
234,18,12,3,3,2,10,69,1,1,86,100.0
143,13,2,2,0,2,0,80,0,3,72,70.44
195,8,2,3,4,2,0,73,1,1,73,100.0
163,11,15,8,0,0,15,84,0,5,24,100.0
34,13,6,3,4,3,3,10,0,5,78,100.0
112,17,1,7,0,1,0,55,1,2,54,68.59
36,21,10,6,2,0,10,14,0,1,70,80.42
73,14,4,2,2,0,4,19,0,3,53,60.3
203,10,1,9,2,0,1,3,0,1,39,64.72
129,8,10,2,3,2,8,33,1,4,16,100.0
43,11,7,9,4,1,6,63,0,5,97,100.0
159,17,3,4,0,2,1,59,1,5,53,94.66
46,20,0,6,1,0,0,34,1,5,76,61.43
202,8,7,8,1,2,5,72,1,4,58,100.0
51,21,6,2,2,4,2,21,0,2,69,83.27
138,22,14,0,0,6,8,59,0,5,38,100.0
197,10,0,0,3,0,0,76,0,3,88,62.25
127,16,6,9,4,2,4,5,0,2,95,100.0
166,7,9,1,3,5,4,15,1,2,93,100.0
172,13,13,3,4,4,9,40,0,3,82,100.0
96,19,8,3,2,2,6,26,1,4,77,100.0
114,5,4,10,0,4,0,60,0,1,2,83.43
202,10,13,8,3,6,7,50,0,5,11,100.0
231,7,0,10,3,0,0,45,1,4,77,86.4
121,17,5,0,0,3,2,47,1,2,57,82.38
32,12,0,4,2,0,0,11,0,5,81,39.54
107,12,7,7,2,0,7,35,0,4,91,90.53
210,11,0,3,3,0,0,35,0,5,65,63.9
156,10,6,10,4,5,1,87,0,5,73,100.0
