priority_rank,asset_id,department,asset_type,risk_probability,risk_score,rule_based_score,ai_priority_score,priority_category
275,ML-01065,ENGINEERING,Track,0.7852624155419267,78.52624155419267,52.3455,68.05,MEDIUM
276,ML-00144,TRD,OHE,0.7844205831093349,78.44205831093349,52.471500000000006,68.05,MEDIUM
277,ML-01087,ENGINEERING,Bridge,0.6984352800992398,69.84352800992399,65.3255,68.04,MEDIUM
278,ML-00872,ENGINEERING,Track,0.7361563634481995,73.61563634481995,59.4895,67.97,MEDIUM
279,ML-00531,S&T,Axle Counter,0.7442927608403148,74.42927608403149,58.199999999999996,67.94,MEDIUM
280,ML-00917,ENGINEERING,Track,0.74702777518446,74.702777518446,57.689,67.9,MEDIUM
281,ML-00918,TRD,Section Insulator,0.7736400279891111,77.36400279891112,53.694,67.9,MEDIUM
282,ML-04982,ENGINEERING,Point & Crossing,0.7950177938117455,79.50177938117456,50.4955,67.9,MEDIUM
283,ML-03015,S&T,Axle Counter,0.776395196934676,77.63951969346759,52.947,67.76,MEDIUM
284,ML-01457,ENGINEERING,Track,0.6998491529160665,69.98491529160665,64.221,67.68,MEDIUM
285,ML-00993,ENGINEERING,Bridge,0.7555863433526523,75.55863433526522,55.822,67.66,MEDIUM
286,ML-02620,TRD,Section Insulator,0.7848942402746101,78.48942402746101,51.264,67.6,MEDIUM
287,ML-03709,S&T,Signal,0.6830814519104866,68.30814519104867,66.53200000000001,67.6,MEDIUM
288,ML-03238,ENGINEERING,Track,0.7056135766885525,70.56135766885525,63.049,67.56,MEDIUM
289,ML-04181,TRD,Section Insulator,0.6928065742665698,69.28065742665697,64.8865,67.52,MEDIUM
290,ML-02670,TRD,Section Insulator,0.6423796026136821,64.23796026136822,72.3955,67.5,MEDIUM
291,ML-00616,S&T,Axle Counter,0.720546118201139,72.0546118201139,60.569,67.46,MEDIUM
292,ML-02204,ENGINEERING,Track,0.7503342401868862,75.03342401868862,56.0775,67.45,MEDIUM
293,ML-03356,TRD,Section Insulator,0.7522258875193623,75.22258875193623,55.6465,67.39,MEDIUM
294,ML-04119,TRD,OHE,0.6357562671015154,63.575626710151546,72.968,67.33,MEDIUM
295,ML-00976,TRD,Transformer,0.6455269269800372,64.55269269800372,71.2745,67.24,MEDIUM
296,ML-02684,S&T,Signal,0.6762103891174833,67.62103891174833,66.506,67.18,MEDIUM
297,ML-02494,TRD,Section Insulator,0.7410164287504623,74.10164287504622,56.809,67.18,MEDIUM
298,ML-04535,S&T,Signal,0.5812896995179515,58.12896995179515,80.69649999999999,67.16,MEDIUM
299,ML-02442,S&T,Axle Counter,0.6602209466190716,66.02209466190716,68.7985,67.13,MEDIUM
300,ML-01371,ENGINEERING,Track,0.692716120601113,69.2716120601113,63.833999999999996,67.1,MEDIUM
301,ML-01031,ENGINEERING,Point & Crossing,0.5999293404462318,59.99293404462318,77.745,67.09,MEDIUM
302,ML-02979,S&T,Signal,0.620942306051575,62.0942306051575,74.566,67.08,MEDIUM
303,ML-00193,TRD,Transformer,0.7485925704953266,74.85925704953266,55.3995,67.08,MEDIUM
304,ML-00744,ENGINEERING,Point & Crossing,0.549879216660916,54.9879216660916,85.09,67.03,MEDIUM
305,ML-04616,ENGINEERING,Track,0.6303964123463972,63.03964123463972,72.9515,67.0,MEDIUM
306,ML-00638,TRD,Section Insulator,0.7316912495631462,73.16912495631462,57.745000000000005,67.0,MEDIUM
307,ML-01305,TRD,Section Insulator,0.704364703699108,70.4364703699108,61.674,66.93,MEDIUM
308,ML-02271,S&T,Axle Counter,0.7223925150613898,72.23925150613898,58.9605,66.93,MEDIUM
309,ML-00410,S&T,Point Machine,0.7330026310779383,73.30026310779382,57.319500000000005,66.91,MEDIUM
310,ML-01355,S&T,Axle Counter,0.7080955716099626,70.80955716099626,60.7885,66.8,MEDIUM
311,ML-03421,ENGINEERING,Bridge,0.6969305239295679,69.69305239295679,62.2905,66.73,MEDIUM
312,ML-04379,TRD,Section Insulator,0.6753327513925436,67.53327513925436,65.4525,66.7,MEDIUM
313,ML-03981,ENGINEERING,Track,0.6264602629395164,62.64602629395164,72.741,66.68,MEDIUM
314,ML-01017,S&T,Axle Counter,0.7992375286302834,79.92375286302834,46.793,66.67,MEDIUM
315,ML-02320,S&T,Axle Counter,0.7481438916955083,74.81438916955084,54.446,66.67,MEDIUM
316,ML-03442,S&T,Axle Counter,0.5718657601878783,57.186576018787825,80.8885,66.67,MEDIUM
317,ML-01566,S&T,Axle Counter,0.5969210846414019,59.69210846414019,77.13050000000001,66.67,MEDIUM
318,ML-00753,TRD,Transformer,0.7541210654403474,75.41210654403474,53.531333333333336,66.66,MEDIUM
319,ML-00994,S&T,Signal,0.6632047493622282,66.32047493622282,67.157,66.66,MEDIUM
320,ML-00532,S&T,Signal,0.7487083854978214,74.87083854978214,54.298,66.64,MEDIUM
321,ML-02527,TRD,OHE,0.6956355103472731,69.56355103472731,62.079,66.57,MEDIUM
322,ML-03805,ENGINEERING,Bridge,0.7283989201826744,72.83989201826743,57.006,66.51,MEDIUM
323,ML-04400,ENGINEERING,Track,0.7859943544465747,78.59943544465747,48.341,66.5,MEDIUM
324,ML-02254,TRD,Section Insulator,0.6459094818928155,64.59094818928155,69.28450000000001,66.47,MEDIUM
325,ML-00919,TRD,Transformer,0.6659894704574673,66.59894704574673,66.259,66.46,MEDIUM
326,ML-03054,ENGINEERING,Track,0.770517355021315,77.0517355021315,50.469,66.42,MEDIUM
327,ML-00441,S&T,Point Machine,0.6829667651996563,68.29667651996563,63.4865,66.37,MEDIUM
328,ML-00644,ENGINEERING,Bridge,0.6851915279518799,68.51915279518799,63.1385,66.37,MEDIUM
329,ML-00552,S&T,Axle Counter,0.6706591337052851,67.0659133705285,65.267,66.35,MEDIUM
330,ML-02726,ENGINEERING,Bridge,0.7473326683185433,74.73326683185432,53.715999999999994,66.33,MEDIUM
331,ML-02284,ENGINEERING,Bridge,0.7008059075324521,70.0805907532452,60.6435,66.31,MEDIUM
332,ML-03623,S&T,Axle Counter,0.7283709791590887,72.83709791590887,56.345,66.24,MEDIUM
333,ML-00286,TRD,Section Insulator,0.6297562792742207,62.975627927422074,71.137,66.24,MEDIUM
334,ML-03467,S&T,Axle Counter,0.7617457885019515,76.17457885019515,51.304,66.23,MEDIUM
335,ML-02564,ENGINEERING,Bridge,0.7932941947770411,79.3294194777041,46.585499999999996,66.23,MEDIUM
336,ML-02879,S&T,Axle Counter,0.6657502249537459,66.5750224953746,65.719,66.23,MEDIUM
337,ML-00173,TRD,Section Insulator,0.7061238237764793,70.61238237764793,59.6285,66.22,MEDIUM
338,ML-04758,ENGINEERING,Track,0.6406929899141085,64.06929899141085,69.383,66.19,MEDIUM
339,ML-03242,TRD,Transformer,0.685939042426244,68.5939042426244,62.466499999999996,66.14,MEDIUM
340,ML-00831,S&T,Point Machine,0.6668645439420735,66.68645439420735,65.16300000000001,66.08,MEDIUM
341,ML-03271,ENGINEERING,Point & Crossing,0.6726371466374451,67.26371466374451,64.25450000000001,66.06,MEDIUM
342,ML-00606,TRD,Section Insulator,0.7141247282762427,71.41247282762427,58.015,66.05,MEDIUM
343,ML-01996,ENGINEERING,Track,0.6441238899032028,64.41238899032028,68.403,66.01,MEDIUM
344,ML-00710,ENGINEERING,Point & Crossing,0.7502559511531645,75.02559511531645,52.278000000000006,65.93,MEDIUM
345,ML-03977,TRD,Section Insulator,0.6698310977929954,66.98310977929954,64.3,65.91,MEDIUM
346,ML-01473,S&T,Point Machine,0.7669077959473353,76.69077959473353,49.726,65.9,MEDIUM
347,ML-04596,TRD,OHE,0.6420864126222645,64.20864126222645,68.401,65.89,MEDIUM
348,ML-00754,TRD,Transformer,0.7773882589106682,77.73882589106682,48.036500000000004,65.86,MEDIUM
349,ML-01406,ENGINEERING,Bridge,0.7730836741152849,77.3083674115285,48.655,65.85,MEDIUM
350,ML-01655,ENGINEERING,Point & Crossing,0.6793978541233284,67.93978541233284,62.603500000000004,65.81,MEDIUM
351,ML-02181,S&T,Axle Counter,0.6782194579721736,67.82194579721737,62.608000000000004,65.74,MEDIUM
352,ML-01128,ENGINEERING,Bridge,0.6626410997732228,66.26410997732228,64.8185,65.69,MEDIUM
353,ML-00593,S&T,Point Machine,0.7453643665225437,74.53643665225437,52.348666666666674,65.66,MEDIUM
354,ML-01587,S&T,Axle Counter,0.7864197245253896,78.64197245253895,46.139833333333335,65.64,MEDIUM
355,ML-00488,ENGINEERING,Track,0.6590167547733163,65.90167547733164,65.1965,65.62,MEDIUM
356,ML-03217,ENGINEERING,Bridge,0.7607056316121106,76.07056316121106,49.8255,65.57,MEDIUM
357,ML-04923,S&T,Axle Counter,0.6940462777572044,69.40462777572044,59.8165,65.57,MEDIUM
358,ML-04348,S&T,Signal,0.5646358564256773,56.46358564256773,79.213,65.56,MEDIUM
359,ML-04316,TRD,OHE,0.7088282712169085,70.88282712169085,57.52766666666666,65.54,MEDIUM
360,ML-00575,S&T,Axle Counter,0.7237296401311988,72.37296401311988,55.1885,65.5,MEDIUM
361,ML-04055,ENGINEERING,Track,0.6730943924292865,67.30943924292865,62.796499999999995,65.5,MEDIUM
362,ML-03044,S&T,Axle Counter,0.6869400590618322,68.69400590618322,60.5745,65.45,MEDIUM
363,ML-00270,ENGINEERING,Bridge,0.7875503022775842,78.75503022775841,45.5025,65.45,MEDIUM
364,ML-03589,ENGINEERING,Point & Crossing,0.7052661370468598,70.52661370468599,57.810500000000005,65.44,MEDIUM
365,ML-04802,S&T,Axle Counter,0.7445169844718191,74.45169844718191,51.783,65.38,MEDIUM
366,ML-02545,S&T,Point Machine,0.6619738518352056,66.19738518352057,64.06899999999999,65.35,MEDIUM
367,ML-00228,S&T,Axle Counter,0.8182259574404823,81.82259574404823,40.62566666666666,65.34,MEDIUM
368,ML-00133,S&T,Axle Counter,0.6945063541458041,69.4506354145804,59.1355,65.32,MEDIUM
369,ML-01933,S&T,Axle Counter,0.5871694566093445,58.71694566093445,75.07849999999999,65.26,MEDIUM
370,ML-03914,S&T,Axle Counter,0.6490949899238619,64.90949899238619,65.7175,65.23,MEDIUM
371,ML-00789,TRD,OHE,0.6021295100935449,60.212951009354484,72.7245,65.22,MEDIUM
372,ML-04256,S&T,Point Machine,0.5846269791616918,58.46269791616918,75.3535,65.22,MEDIUM
373,ML-04298,S&T,Axle Counter,0.6538274837210465,65.38274837210464,64.78,65.14,MEDIUM
374,ML-00253,TRD,Section Insulator,0.5866925952041693,58.66925952041693,74.8295,65.13,MEDIUM
375,ML-02827,TRD,Section Insulator,0.7574930941954457,75.74930941954457,49.048500000000004,65.07,MEDIUM
376,ML-02624,S&T,Axle Counter,0.6497986981032221,64.97986981032221,65.168,65.06,MEDIUM
377,ML-04688,ENGINEERING,Point & Crossing,0.7135007150750141,71.35007150750141,55.5955,65.05,MEDIUM
378,ML-01033,ENGINEERING,Track,0.6919668098451343,69.19668098451342,58.783500000000004,65.03,MEDIUM
379,ML-03815,TRD,OHE,0.626745937163677,62.674593716367696,68.5295,65.02,MEDIUM
380,ML-01696,TRD,Transformer,0.6798212420278928,67.98212420278928,60.501999999999995,64.99,MEDIUM
381,ML-02595,TRD,Section Insulator,0.7038778807976271,70.38778807976271,56.8345,64.97,MEDIUM
382,ML-00586,TRD,OHE,0.6775034596888933,67.75034596888932,60.7675,64.96,MEDIUM
383,ML-03064,ENGINEERING,Bridge,0.5870773207849921,58.707732078499205,74.2705,64.93,MEDIUM
384,ML-01520,S&T,Signal,0.7562642811322877,75.62642811322877,48.8255,64.91,MEDIUM
385,ML-01120,TRD,Transformer,0.726076200381639,72.6076200381639,53.2445,64.86,MEDIUM
386,ML-01574,TRD,OHE,0.7564857591534938,75.64857591534938,48.652,64.85,MEDIUM
387,ML-04363,ENGINEERING,Track,0.7498080396344119,74.98080396344119,49.6305,64.84,MEDIUM
388,ML-00079,TRD,Section Insulator,0.635765594040512,63.5765594040512,66.71549999999999,64.83,MEDIUM
389,ML-03470,TRD,Section Insulator,0.5480880525739178,54.80880525739178,79.8265,64.82,MEDIUM
390,ML-04389,S&T,Signal,0.7597037008450416,75.97037008450415,48.08,64.81,MEDIUM
391,ML-04565,TRD,Section Insulator,0.5672308926985017,56.72308926985017,76.943,64.81,MEDIUM
392,ML-02203,S&T,Signal,0.6265998567128002,62.65998567128002,67.9945,64.79,MEDIUM
393,ML-04681,S&T,Point Machine,0.6720084891742961,67.20084891742961,61.1505,64.78,MEDIUM
394,ML-04680,S&T,Signal,0.7449989160435778,74.49989160435779,50.16866666666667,64.77,MEDIUM
395,ML-03207,ENGINEERING,Point & Crossing,0.7924491754512476,79.24491754512476,43.0305,64.76,MEDIUM
396,ML-02386,TRD,Transformer,0.6439032182599186,64.39032182599186,65.31049999999999,64.76,MEDIUM
397,ML-00873,ENGINEERING,Track,0.6709211023256664,67.09211023256664,61.22,64.74,MEDIUM
398,ML-03370,ENGINEERING,Bridge,0.6560087476715313,65.60087476715313,63.3775,64.71,MEDIUM
399,ML-03641,S&T,Point Machine,0.6223564723292989,62.23564723292989,68.31450000000001,64.67,MEDIUM
400,ML-00765,TRD,Section Insulator,0.7950977009070808,79.50977009070807,42.40683333333333,64.67,MEDIUM
401,ML-01820,TRD,Transformer,0.7954257510601879,79.54257510601879,42.323499999999996,64.65,MEDIUM
402,ML-03788,S&T,Axle Counter,0.6008573959323751,60.085739593237506,71.441,64.63,MEDIUM
403,ML-00756,TRD,OHE,0.6433551565881122,64.33551565881122,65.0495,64.62,MEDIUM
404,ML-01378,TRD,OHE,0.6360650457846965,63.60650457846965,66.11,64.61,MEDIUM
405,ML-03885,S&T,Axle Counter,0.6676599236705417,66.76599236705417,61.3445,64.6,MEDIUM
406,ML-01719,ENGINEERING,Bridge,0.5982422616299755,59.824226162997554,71.73949999999999,64.59,MEDIUM
407,ML-02874,S&T,Axle Counter,0.7804594846993484,78.04594846993484,44.2605,64.53,MEDIUM
408,ML-02924,ENGINEERING,Track,0.5884388962144267,58.84388962144267,73.03450000000001,64.52,MEDIUM
409,ML-03840,S&T,Point Machine,0.7507853421154195,75.07853421154195,48.6665,64.51,MEDIUM
410,ML-02865,TRD,Transformer,0.7304502337715157,73.04502337715158,51.67,64.5,MEDIUM
411,ML-00642,S&T,Point Machine,0.7687414132784314,76.87414132784313,45.89866666666667,64.48,MEDIUM
412,ML-01077,ENGINEERING,Track,0.6823635884946451,68.23635884946451,58.8235,64.47,MEDIUM
413,ML-00415,TRD,Section Insulator,0.6418960239916971,64.18960239916971,64.77600000000001,64.42,MEDIUM
414,ML-00783,TRD,Section Insulator,0.6790365573624472,67.90365573624472,59.166,64.41,MEDIUM
415,ML-01649,S&T,Point Machine,0.6363110080762389,63.63110080762389,65.54400000000001,64.4,MEDIUM
416,ML-04937,TRD,OHE,0.5634298235809894,56.342982358098936,76.4805,64.4,MEDIUM
417,ML-04286,S&T,Signal,0.611803700290314,61.180370029031394,69.1115,64.35,MEDIUM
418,ML-00524,ENGINEERING,Point & Crossing,0.6926384866711686,69.26384866711686,56.988,64.35,MEDIUM
419,ML-01769,S&T,Axle Counter,0.7580727109378651,75.80727109378651,47.144,64.34,MEDIUM
420,ML-00960,TRD,Section Insulator,0.7440826006528474,74.40826006528474,49.189,64.32,MEDIUM
421,ML-03965,ENGINEERING,Point & Crossing,0.5807946276417695,58.079462764176945,73.645,64.31,MEDIUM
422,ML-04618,ENGINEERING,Bridge,0.740517574484883,74.0517574484883,49.69,64.31,MEDIUM
423,ML-03472,ENGINEERING,Point & Crossing,0.7151710540445997,71.51710540445997,53.418,64.28,MEDIUM
424,ML-03960,TRD,OHE,0.626496517923285,62.6496517923285,66.6565,64.25,MEDIUM
425,ML-02948,S&T,Point Machine,0.5264137542014741,52.641375420147405,81.559,64.21,MEDIUM
426,ML-00929,ENGINEERING,Track,0.7003448533292504,70.03448533292504,55.4585,64.2,MEDIUM
427,ML-04711,ENGINEERING,Bridge,0.6393154708756384,63.93154708756384,64.6065,64.2,MEDIUM
428,ML-02239,S&T,Signal,0.6880153391605545,68.80153391605545,57.234,64.17,MEDIUM
429,ML-03869,TRD,Section Insulator,0.725337835987548,72.5337835987548,51.527,64.13,MEDIUM
430,ML-00771,ENGINEERING,Bridge,0.7416769595298517,74.16769595298517,49.0715,64.13,MEDIUM
431,ML-02997,ENGINEERING,Bridge,0.6664838845501505,66.64838845501505,60.352000000000004,64.13,MEDIUM
432,ML-02412,ENGINEERING,Track,0.5205596118924024,52.05596118924024,82.069,64.06,MEDIUM
433,ML-01604,S&T,Point Machine,0.7115985427370235,71.15985427370235,53.3645,64.04,MEDIUM
434,ML-00726,S&T,Signal,0.7268926163257204,72.68926163257204,51.009499999999996,64.02,MEDIUM
435,ML-04075,ENGINEERING,Bridge,0.6554957139879481,65.54957139879481,61.7325,64.02,MEDIUM
436,ML-03691,S&T,Point Machine,0.7486784014203792,74.86784014203792,47.7265,64.01,MEDIUM
437,ML-00087,ENGINEERING,Track,0.7418549507681139,74.18549507681139,48.694500000000005,63.99,MEDIUM
438,ML-02069,ENGINEERING,Point & Crossing,0.7089356277723441,70.89356277723441,53.644000000000005,63.99,MEDIUM
439,ML-02210,TRD,Section Insulator,0.7185322089700878,71.85322089700878,52.117000000000004,63.96,MEDIUM
440,ML-04413,ENGINEERING,Point & Crossing,0.6449006466324054,64.49006466324055,63.155499999999996,63.96,MEDIUM
441,ML-04008,ENGINEERING,Point & Crossing,0.6057345770279111,60.57345770279111,68.969,63.93,MEDIUM
442,ML-03558,TRD,Transformer,0.7167064441638182,71.67064441638182,52.3065,63.92,MEDIUM
443,ML-04536,ENGINEERING,Track,0.7564606470652011,75.64606470652011,46.305,63.91,MEDIUM
444,ML-04869,TRD,OHE,0.6806856606315367,68.06856606315367,57.471500000000006,63.83,MEDIUM
445,ML-03717,S&T,Signal,0.6601790183877209,66.01790183877209,60.474500000000006,63.8,MEDIUM
446,ML-03975,ENGINEERING,Point & Crossing,0.7092893263604225,70.92893263604225,52.8505,63.7,MEDIUM
447,ML-02104,ENGINEERING,Bridge,0.7159890159213664,71.59890159213664,51.819500000000005,63.69,MEDIUM
448,ML-01399,S&T,Point Machine,0.7099117244501971,70.99117244501971,52.6505,63.65,MEDIUM
449,ML-01569,ENGINEERING,Point & Crossing,0.7357649485574315,73.57649485574315,48.6635,63.61,MEDIUM
450,ML-03220,S&T,Axle Counter,0.7335227376204975,73.35227376204975,48.8875,63.57,MEDIUM
451,ML-01942,TRD,Transformer,0.6702254709209816,67.02254709209816,58.370000000000005,63.56,MEDIUM
452,ML-04372,ENGINEERING,Point & Crossing,0.6299893182131264,62.998931821312645,64.3755,63.55,MEDIUM
453,ML-00977,TRD,Transformer,0.565447833524591,56.544783352459106,74.053,63.55,MEDIUM
454,ML-00699,TRD,OHE,0.6386959039543134,63.869590395431345,63.0525,63.54,MEDIUM
455,ML-00056,ENGINEERING,Bridge,0.7712173449562489,77.12173449562489,43.1405,63.53,MEDIUM
456,ML-00822,ENGINEERING,Track,0.6487642345022568,64.87642345022569,61.506,63.53,MEDIUM
457,ML-03018,S&T,Signal,0.5680851032943163,56.80851032943163,73.423,63.45,MEDIUM
458,ML-04339,ENGINEERING,Bridge,0.6499649532111982,64.99649532111982,61.1155,63.44,MEDIUM
459,ML-02153,ENGINEERING,Bridge,0.57151151621428,57.151151621428,72.718,63.38,MEDIUM
460,ML-01874,ENGINEERING,Track,0.6137842634418637,61.378426344186366,66.3615,63.37,MEDIUM
461,ML-00924,ENGINEERING,Point & Crossing,0.6956853641250923,69.56853641250923,54.0195,63.35,MEDIUM
462,ML-02057,TRD,Transformer,0.6296326065650965,62.96326065650965,63.8555,63.32,MEDIUM
463,ML-01258,TRD,Section Insulator,0.6693547311703192,66.93547311703192,57.8635,63.31,MEDIUM
464,ML-01941,ENGINEERING,Point & Crossing,0.5886379333883227,58.863793338832274,69.92150000000001,63.29,MEDIUM
465,ML-04387,TRD,Section Insulator,0.6758564356284243,67.58564356284244,56.849999999999994,63.29,MEDIUM
466,ML-02903,S&T,Axle Counter,0.713591025874798,71.3591025874798,51.1785,63.29,MEDIUM
467,ML-04859,S&T,Signal,0.7028230029398408,70.28230029398408,52.7825,63.28,MEDIUM
468,ML-02605,ENGINEERING,Point & Crossing,0.6845506486357575,68.45506486357576,55.525499999999994,63.28,MEDIUM
469,ML-01932,TRD,OHE,0.7652937658370683,76.52937658370683,43.289500000000004,63.23,MEDIUM
470,ML-04964,TRD,OHE,0.6738228245476806,67.38228245476806,56.991,63.23,MEDIUM
471,ML-00297,TRD,OHE,0.6921984089695253,69.21984089695253,54.215,63.22,MEDIUM
472,ML-01654,ENGINEERING,Bridge,0.5623139395804619,56.2313939580462,73.6975,63.22,MEDIUM
473,ML-00527,ENGINEERING,Bridge,0.6377819104445748,63.77819104445748,62.333,63.2,MEDIUM
474,ML-04100,ENGINEERING,Bridge,0.6572713324455449,65.7271332445545,59.347500000000004,63.18,MEDIUM
475,ML-02682,S&T,Point Machine,0.7477129925917368,74.77129925917369,45.712,63.15,MEDIUM
476,ML-01245,S&T,Point Machine,0.6727154726302786,67.27154726302787,56.862,63.11,MEDIUM
477,ML-01129,S&T,Axle Counter,0.5541151263705221,55.411512637052205,74.5855,63.08,MEDIUM
478,ML-04928,S&T,Signal,0.6778308486988341,67.78308486988341,55.999,63.07,MEDIUM
479,ML-04545,ENGINEERING,Point & Crossing,0.7462830455947672,74.62830455947672,45.704,63.06,MEDIUM
480,ML-01531,ENGINEERING,Point & Crossing,0.6989800116441424,69.89800116441424,52.8075,63.06,MEDIUM
481,ML-04218,S&T,Axle Counter,0.6068453772682024,60.684537726820245,66.616,63.06,MEDIUM
482,ML-01218,TRD,Transformer,0.7249297920468539,72.4929792046854,48.874,63.05,MEDIUM
483,ML-03794,ENGINEERING,Track,0.6707657420336564,67.07657420336564,56.925999999999995,63.02,MEDIUM
484,ML-04797,ENGINEERING,Bridge,0.6410103129764464,64.10103129764464,61.402499999999996,63.02,MEDIUM
485,ML-03224,ENGINEERING,Bridge,0.6415036120521779,64.15036120521779,61.2965,63.01,MEDIUM
486,ML-00569,ENGINEERING,Track,0.6791131197659476,67.91131197659476,55.5865,62.98,MEDIUM
487,ML-04108,S&T,Signal,0.7148624190064023,71.48624190064024,50.2145,62.98,MEDIUM
488,ML-02522,ENGINEERING,Point & Crossing,0.5533873108381603,55.33873108381603,74.4245,62.97,MEDIUM
489,ML-03285,ENGINEERING,Point & Crossing,0.7455211740240881,74.55211740240881,45.572,62.96,MEDIUM
490,ML-00680,S&T,Signal,0.5137012657957439,51.370126579574396,80.24,62.92,MEDIUM
491,ML-04547,TRD,Transformer,0.6664449709539526,66.64449709539527,57.298,62.91,MEDIUM
492,ML-00510,TRD,Transformer,0.5734633105797952,57.34633105797952,71.07499999999999,62.84,MEDIUM
493,ML-00791,TRD,Transformer,0.58391270690755,58.39127069075501,69.4495,62.81,MEDIUM
494,ML-00915,TRD,OHE,0.694770913558255,69.47709135582551,52.696,62.76,MEDIUM
495,ML-01340,TRD,Section Insulator,0.6882932347515021,68.8293234751502,53.6505,62.76,MEDIUM
496,ML-01793,ENGINEERING,Track,0.71407255967913,71.407255967913,49.666,62.71,MEDIUM
497,ML-02041,S&T,Axle Counter,0.746703025545079,74.6703025545079,44.753,62.7,MEDIUM
498,ML-01439,S&T,Point Machine,0.6469618014619393,64.69618014619392,59.694,62.7,MEDIUM
499,ML-01691,ENGINEERING,Bridge,0.5702376861181712,57.02376861181712,71.1945,62.69,MEDIUM
500,ML-02616,ENGINEERING,Track,0.7655506490663635,76.55506490663635,41.718,62.62,MEDIUM
